hostname,pl_name,rowupdate,sy_pnum,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,flag,pl_relincl,pl_relinclerr1,pl_relinclerr2
HD 63433,HD 63433 c,2024-07-23,3,0.1459,0.0062,-0.0077,17.2,10.3,-9.3,0.0,0.33,-0.14,89.147,0.069,-0.2,0.23299999999998988,0.435500861078368,-0.6705221845696084,05+-,0.23299999999998988,0.435500861078368,-0.6705221845696084
HD 191939,HD 191939 c,2022-11-14,6,0.1752,0.00425,-0.004,7.2,1.3,-1.3,0.0,0.034,-0.013,89.112,0.0755,-0.0885,-0.41199999999999193,0.7040598341050283,-0.7055722854534466,05+-,-0.41199999999999193,0.7040598341050283,-0.7055722854534466
Kepler-128,Kepler-128 b,2024-06-10,2,0.1262858071410761,0.0,0.0,17.245,3.38,-3.33,0.0,0.0,0.0,89.95,0.0,0.0,-1.1400000000000006,0.0,-0.0,01+1-3+3-4+4-5+-,-1.1400000000000006,0.0,-0.0
Kepler-432,Kepler-432 b,2015-04-30,2,0.30345,0.0089,-0.0089,1547.77,101.7056,-57.2094,0.0,0.0098,-0.0089,89.86,0.61,-0.33,0.0,0.8626702730475879,-0.4666904755831214,05+-,0.0,0.8626702730475879,-0.4666904755831214
HD 191939,HD 191939 b,2022-11-14,6,0.0804,0.0022500000000000003,-0.00215,10.0,0.9,-0.9,0.0,0.01,-0.011,88.14,0.175,-0.155,0.5600000000000023,0.7215434844830905,-0.7169553682064177,05+-,0.5600000000000023,0.7215434844830905,-0.7169553682064177
Kepler-20,Kepler-20 d,2023-04-17,6,0.3474,0.0067,-0.0067,13.17338,3.97,-3.7,0.0,0.0,0.0,89.824,0.165,-0.053,0.0,0.2333452377915607,-0.07495331880577404,01+1-5+-,0.0,0.2333452377915607,-0.07495331880577404
Kepler-37,Kepler-37 d,2023-04-17,4,0.2121,0.0023,-0.0026,12.2,55.4,-40.8,0.0,0.07,-0.1,89.95,0.043,-0.047,0.0,0.06081118318204308,-0.06646803743153547,05+-,0.0,0.06081118318204308,-0.06646803743153547
HD 42813,HD 42813 d,2023-09-05,3,0.0649,0.0009,-0.001,5.1,0.4,-0.4,0.20543615100312596,0.0,0.0,88.9,0.7,-0.8,0.3999999999999915,0.8062257748298549,-0.8544003745317532,01+-5+-,0.3999999999999915,0.8062257748298549,-0.8544003745317532
Kepler-9,Kepler-9 b,2019-07-08,3,0.1420627905405945,0.004,-0.0035,43.541,2.7,-3.3,0.0,0.001,-0.0013,89.38,0.1335,-0.1325,28.1,13.0,-13.6,0,0.0,0.1887975105768082,-0.1873832970144351
TOI-270,TOI-270 c,2021-08-03,3,0.0472,0.001655,-0.001805,6.15,0.37,-0.37,0.0135,0.021,-0.021,89.53,0.3,-0.42,0.0,0.4242640687119285,-0.5939696961966999,05+-,0.0,0.4242640687119285,-0.5939696961966999
Kepler-24,Kepler-24 c,2024-06-10,4,0.1037684093647783,0.0,0.0,33.6,7.505,-5.58,0.0,0.011,-0.011,77.35,0.0,0.0,0.0,0.0,-0.0,03+3-4+4-5+-,0.0,0.0,-0.0
LHS 1678,LHS 1678 c,2024-03-25,3,0.0329,0.0015500000000000002,-0.0015,1.4,0.0,0.0,0.1295,0.04,-0.025,88.955,0.485,-0.36,-0.644999999999996,0.5048019413591829,-0.38275318418009274,02+2-5+-,-0.644999999999996,0.5048019413591829,-0.38275318418009274
LHS 1678,LHS 1678 d,2024-03-25,3,0.04,0.0018,-0.0017,3.326040598545897,5.0215914671354644,-2.8347147107042017,0.036,0.06,-0.027,88.31,0.14,-0.13,0.0,0.19798989873223333,-0.18384776310850237,02+-5+-,0.0,0.19798989873223333,-0.18384776310850237
Kepler-94,Kepler-94 c,2014-05-14,2,1.5977121883516658,0.0,0.0,2974.955565,118.64804000000001,-118.64804000000001,0.345931,0.000239,-0.000239,87.66,0.0,0.0,0.0,0.0,-0.0,03+-4+4-5+-,0.0,0.0,-0.0
Kepler-97,Kepler-97 c,2014-05-14,2,1.6369233183914371,0.0,0.0,344.0,0.0,0.0,0.31066330191540814,0.0,0.0,81.93,0.0,0.0,0.0,0.0,-0.0,01+-2+2-3+-4+4-5+-,0.0,0.0,-0.0
Kepler-407,Kepler-407 c,2014-05-14,2,3.6708619327058782,0.0,0.0,3762.2049150000003,1007.844545,-1007.844545,0.221479,0.000308,-0.000308,87.09,0.0,0.0,0.0,0.0,-0.0,03+-4+4-5+-,0.0,0.0,-0.0
WASP-107,WASP-107 b,2020-12-10,2,0.055212389362270506,0.0013,-0.0013,37.980685,3.1783,-3.1783,0.0,0.04,-0.04,89.63,0.14,-0.14,109.81,28.17,-13.64,0,0.0,0.19798989873223333,-0.19798989873223333
Kepler-51,Kepler-51 d,2014-05-14,3,0.5109365823448383,0.02,-0.02,6.2,1.12,-1.12,0.0,0.010499999999999999,-0.009000000000000001,89.95,0.06,-0.08,0.0,0.08485281374238571,-0.1131370849898476,05+-,0.0,0.08485281374238571,-0.1131370849898476
TOI-1246,TOI-1246 b,2022-05-03,4,0.049,0.002,-0.002,8.1,1.1,-1.1,0.15319315421743498,0.0,0.0,87.9,0.4,-0.4,1.3999999999999915,0.4123105625617661,-0.4123105625617661,01+-5+-,1.3999999999999915,0.4123105625617661,-0.4123105625617661
TOI-178,TOI-178 c,2021-03-12,6,0.037,0.0011,-0.0011,4.77,0.55,-0.68,0.10130392540225952,0.0,0.0,88.4,1.1,-1.6,0.3229999999999933,1.1022889820732131,-1.6014871213968598,01+-5+-,0.3229999999999933,1.1022889820732131,-1.6014871213968598
TOI-2076,TOI-2076 d,2024-07-22,3,0.1539,0.004,-0.004,29.0,0.0,0.0,0.0,0.0,0.0,88.607,0.036,-0.037,1.233000000000004,0.1252836781069266,-0.12557467897629682,01+1-2+2-5+-,1.233000000000004,0.1252836781069266,-0.12557467897629682
Kepler-23,Kepler-23 b,2024-06-10,3,0.0742,0.0,0.0,15.2,1.8150000000000002,-1.65,0.0,0.1395,-0.037,83.65,0.0,0.0,5.72999999999999,0.0,-0.0,03+3-4+4-5+-,5.72999999999999,0.0,-0.0
Kepler-403,Kepler-403 d,2016-05-06,3,0.1168892676535752,0.0,0.0,2.8588631859595477,1.2823119223538786,-0.939651836241532,0.0,0.0,0.0,89.95,0.0,0.0,-0.5700000000000074,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-0.5700000000000074,0.0,-0.0
Kepler-19,Kepler-19 d,2017-04-11,3,0.3033710650162968,0.0,0.0,22.5,1.2,-5.6,0.05,0.16,-0.01,89.95,0.06,-0.44,0.0,0.08485281374238571,-0.6222539674441618,03+-4+4-5+-,0.0,0.08485281374238571,-0.6222539674441618
Kepler-24,Kepler-24 e,2014-05-14,4,0.13820318684177735,0.0,0.0,6.927902916183221,4.422357249302918,-2.82831233906957,0.0,0.0,0.0,89.95,0.0,0.0,-12.600000000000009,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-12.600000000000009,0.0,-0.0
Kepler-305,Kepler-305 d,2024-06-10,4,0.11986451509590765,0.0,0.0,7.65,3.9299999999999997,-2.57,0.0,0.0,0.0,89.95,0.0,0.0,-4.010000000000005,0.0,-0.0,01+1-3+3-4+4-5+-,-4.010000000000005,0.0,-0.0
Kepler-20,Kepler-20 g,2017-03-28,6,0.2052915,0.0022,-0.0021,20.465075,3.22633,-3.49133,0.075,0.01,-0.1,89.824,0.165,-0.053,0.0,0.2333452377915607,-0.07495331880577404,03+-5+-,0.0,0.2333452377915607,-0.07495331880577404
Kepler-20,Kepler-20 c,2023-04-17,6,0.0936,0.0018,-0.0018,13.150015,2.2109550000000002,-2.2459550000000004,0.0,0.01,-0.09,88.81,0.036,-0.63,1.0139999999999958,0.16888161534045085,-0.6322254344772915,05+-,1.0139999999999958,0.16888161534045085,-0.6322254344772915
Kepler-128,Kepler-128 c,2024-06-10,2,0.1662965963800471,0.0,0.0,18.34,1.9849999999999999,-1.9449999999999998,0.0,0.026,-0.03,88.81,0.0,0.0,0.0,0.0,-0.0,03+3-4+4-5+-,0.0,0.0,-0.0
KOI-351,KOI-351 i,2017-12-12,8,0.16145383675623595,0.0,0.0,2.214065083792168,1.5358682679999198,-0.9645510900806948,0.0,0.0,0.0,89.2,0.59,-1.3,0.75,1.4276203977248294,-1.8384776310850237,01+1-2+-4+4-5+-,0.75,1.4276203977248294,-1.8384776310850237
Kepler-56,Kepler-56 d,2016-10-12,3,2.2371085,0.08,-0.08,1914.375825,83.567195,-83.567195,0.202407,0.006389000000000001,-0.006389000000000001,80.21,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
TOI-2076,TOI-2076 b,2024-07-22,3,0.07386149508122644,0.002,-0.002,16.1,8.3,-8.2,0.0,0.0,0.0,88.9,0.11,-0.11,0.9399999999999977,0.16278820596099705,-0.16278820596099705,01+1-5+-,0.9399999999999977,0.16278820596099705,-0.16278820596099705
HD 63935,HD 63935 c,2024-07-23,2,0.14779733487075625,0.003,-0.003,11.1,2.2,-2.15,0.0,0.0,0.0,88.241,0.001,-0.001,0.0,0.001414213562373095,-0.001414213562373095,01+1-5+-,0.0,0.001414213562373095,-0.001414213562373095
HD 93963 A,HD 93963 A b,2024-07-22,2,0.02073,0.00038500000000000003,-0.00038500000000000003,5.3,2.75,-2.75,0.0,0.0,0.0,86.21,1.69,-1.14,0.10000000000000853,1.7006469357276952,-1.1557248807566618,01+1-5+-,0.10000000000000853,1.7006469357276952,-1.1557248807566618
K2-285,K2-285 b,2018-12-11,4,0.03817,0.00095,-0.00092,9.68,1.21,-1.37,0.0,0.0,0.0,86.846,0.041,-0.041,3.0150000000000006,0.04101219330881976,-0.04101219330881976,01+1-5+-,3.0150000000000006,0.04101219330881976,-0.04101219330881976
TOI-1288,TOI-1288 b,2024-07-22,2,0.0399242614353601,0.00065,-0.0007,43.05,2.85,-2.8,0.032,0.014,-0.015,88.9,1.0,-0.55,0.0,1.4142135623730951,-0.7778174593052023,05+-,0.0,1.4142135623730951,-0.7778174593052023
TOI-1694,TOI-1694 c,2024-07-22,2,0.5421672403365693,0.02,-0.02,315.359915,15.94571,-15.94571,0.09,0.048,-0.048,88.17,1.15,-1.19,0.0,1.6263455967290592,-1.682914139223983,03+-5+-,0.0,1.6263455967290592,-1.682914139223983
Kepler-186,Kepler-186 e,2014-05-14,5,0.124276855732139,0.015,-0.015,2.1523859891837853,1.049065266011059,-0.7332624109791424,0.0,0.0,0.0,89.38,0.0,0.0,-1.7199999999999989,0.0,-0.0,01+1-2+-3+3-5+-,-1.7199999999999989,0.0,-0.0
HD 260655,HD 260655 b,2022-06-27,2,0.02933,0.00024,-0.00024,2.14,0.34,-0.34,0.039,0.043,-0.023,87.35,0.14,-0.14,0.44000000000001194,0.161245154965971,-0.161245154965971,05+-,0.44000000000001194,0.161245154965971,-0.161245154965971
TOI-1836,TOI-1836 c,2024-07-22,2,0.03089,0.0005,-0.0005,8.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+1-2+2-3+-5+-,0.0,0.0,-0.0
HIP 113103,HIP 113103 b,2023-09-19,2,0.06899,0.00029,-0.00023,4.3199058085413204,3.6515996266037485,-1.1512477267560617,0.17,0.17,-0.13,88.23,0.18,-0.14,1.009999999999991,0.4386342439892262,-0.260768096208106,02+-5+-,1.009999999999991,0.4386342439892262,-0.260768096208106
HD 191939,HD 191939 g,2022-11-14,6,0.812,0.028,-0.028,13.5,2.0,-2.0,0.03,0.025,-0.011,88.7,0.7,-0.7,0.0,0.9899494936611665,-0.9899494936611665,03+-5+-,0.0,0.9899494936611665,-0.9899494936611665
GJ 9827,GJ 9827 c,2024-03-25,3,0.0395,0.00076,-0.0007700000000000001,1.45,0.58,-0.49,0.047,0.0,0.0,88.19,0.57,-0.48,-2.1200000000000045,1.2211879462228572,-1.0733126291998991,01+1-5+-,-2.1200000000000045,1.2211879462228572,-1.0733126291998991
Kepler-23,Kepler-23 c,2024-06-10,3,0.0977,0.0,0.0,60.2,6.36,-5.8,0.0,0.1995,-0.017,89.38,0.0,0.0,0.0,0.0,-0.0,03+3-4+4-5+-,0.0,0.0,-0.0
TOI-178,TOI-178 f,2021-03-12,6,0.1039,0.0031,-0.0031,7.72,1.67,-1.52,0.10130392540225952,0.0,0.0,88.723,0.071,-0.069,0.0,0.10040916292848974,-0.09758073580374356,01+-5+-,0.0,0.10040916292848974,-0.09758073580374356
TOI-1347,TOI-1347 b,2024-03-04,2,0.01709965153591585,0.0003,-0.0003,11.649999999999999,1.4,-1.35,0.0,0.0,0.0,79.5,0.7,-0.7,0.0,0.9899494936611665,-0.9899494936611665,01+1-5+-,0.0,0.9899494936611665,-0.9899494936611665
HIP 9618,HIP 9618 b,2024-07-22,2,0.144,0.003,-0.003,8.4,2.0,-2.0,0.13,0.25,-0.15,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
Kepler-25,Kepler-25 d,2019-06-07,3,0.5083747218906661,0.0,0.0,71.9,9.8,-9.8,0.065,0.13,-0.09,89.95,0.042,-0.039,26.9,7.0,-9.2,03+-4+4-5+-,0.0,0.05939696961967,-0.055154328932550706
Kepler-411,Kepler-411 d,2019-07-19,4,0.2757,0.004,-0.004,15.2,5.1,-5.1,0.0,0.003,-0.003,88.81,0.02,-0.02,0.46999999999999886,0.044721359549995794,-0.044721359549995794,05+-,0.46999999999999886,0.044721359549995794,-0.044721359549995794
K2-285,K2-285 c,2018-12-11,4,0.0824,0.0018,-0.0018,15.68,2.28,-2.13,0.0,0.0,0.0,89.861,0.001,-0.001,0.0,0.001414213562373095,-0.001414213562373095,01+1-5+-,0.0,0.001414213562373095,-0.001414213562373095
TOI-561,TOI-561 e,2023-03-15,4,0.3277,0.0055,-0.0055,13.1,1.8499999999999999,-1.8499999999999999,0.061,0.0545,-0.046,89.775,0.135,-0.09,0.0,0.19091883092036785,-0.12727922061357855,05+-,0.0,0.19091883092036785,-0.12727922061357855
TOI-178,TOI-178 b,2021-03-12,6,0.02607,0.00078,-0.00078,1.5,0.39,-0.44,0.10130392540225952,0.0,0.0,88.8,0.8,-1.3,-0.07699999999999818,0.8031444452898868,-1.3018298659963214,01+-5+-,-0.07699999999999818,0.8031444452898868,-1.3018298659963214
TOI-178,TOI-178 g,2021-03-12,6,0.1275,0.0038,-0.0039,3.94,1.31,-1.62,0.10130392540225952,0.0,0.0,88.823,0.045,-0.047,-0.09999999999999432,0.08405950273467004,-0.08348652585896721,01+-5+-,-0.09999999999999432,0.08405950273467004,-0.08348652585896721
Kepler-85,Kepler-85 c,2024-06-10,4,0.104058627726525,0.0,0.0,11.524999999999999,3.465,-3.085,0.0,0.028,-0.014,87.66,0.0,0.0,0.0,0.0,-0.0,03+3-4+4-5+-,0.0,0.0,-0.0
LTT 1445 A,LTT 1445 A c,2022-01-24,2,0.0266,0.00047,-0.00049,1.455,0.195,-0.19,0.223,0.0,0.0,87.445,0.155,-0.25,1.9550000000000125,0.4383206588788623,-0.523545604508337,01+1-5+-,1.9550000000000125,0.4383206588788623,-0.523545604508337
HD 42813,HD 42813 b,2024-07-23,3,0.109,0.002,-0.002,5.9,2.0,-2.0,0.0,0.0,0.0,89.3,0.4,-0.3,0.0,0.5656854249492381,-0.4242640687119285,01+1-5+-,0.0,0.5656854249492381,-0.4242640687119285
HD 191939,HD 191939 f,2022-11-14,6,4.0,2.2,-2.2,1362.5,1435.0,-1435.0,0.0,0.0,0.0,88.7,0.7,-0.7,0.0,0.9899494936611665,-0.9899494936611665,01+1-3+-5+-,0.0,0.9899494936611665,-0.9899494936611665
GJ 9827,GJ 9827 d,2024-03-25,3,0.056225,0.001045,-0.001055,3.53,0.82,-0.84,0.065,0.0,0.0,87.443,0.10500000000000001,-0.16999999999999998,-1.3730000000000047,1.0850921619844096,-0.9749358953285082,01+1-5+-,-1.3730000000000047,1.0850921619844096,-0.9749358953285082
Kepler-619,Kepler-619 d,2017-05-08,3,0.1021,0.0,0.0,20.75480321197864,16.184497479254567,-10.371689875759346,0.0,0.0,0.0,88.24,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-619,Kepler-619 c,2016-05-06,3,0.0225,0.0,0.0,3.2150667525050087,2.377971810285908,-1.7386804552822444,0.0,0.0,0.0,89.95,0.0,0.0,-1.710000000000008,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-1.710000000000008,0.0,-0.0
TOI-1266,TOI-1266 b,2024-03-25,2,0.0736,0.0016,-0.0017,13.5,5.845,-4.845,0.09,0.06,-0.05,89.36,0.2,-0.2,0.0,0.28284271247461906,-0.28284271247461906,05+-,0.0,0.28284271247461906,-0.28284271247461906
TOI-1266,TOI-1266 c,2024-03-25,2,0.1042,0.0023,-0.0024,2.88,1.4,-1.15,0.04,0.03,-0.03,89.26249999999999,0.08,-0.08,0.0975000000000108,0.2154065922853802,-0.2154065922853802,05+-,0.0975000000000108,0.2154065922853802,-0.2154065922853802
Kepler-62,Kepler-62 c,2014-05-14,5,0.093169,0.0009,-0.0009,4.0,0.0,0.0,0.0,0.0,0.0,89.95,0.2,-0.2,0.0,0.2009975124224178,-0.2009975124224178,01+1-2+2-5+-,0.0,0.2009975124224178,-0.2009975124224178
Kepler-50,Kepler-50 b,2014-05-14,2,0.082,0.012,-0.02,6.46286,8.93206,-8.93206,0.0,0.0,0.0,88.81,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-5+-,0.0,0.0,-0.0
Kepler-65,Kepler-65 c,2014-05-14,4,0.0681,0.004,-0.002,5.4,4.01794,-4.01794,0.0,0.071,-0.0465,89.95,0.29,-0.26,37.05,27.001557362493003,-25.001351963443895,05+-,37.05,27.001557362493003,-25.001351963443895
Kepler-65,Kepler-65 d,2014-05-14,4,0.0846793507911552,0.006,-0.002,4.194145,2.35876,-2.36376,0.0,0.123,-0.055,83.94,0.18,-0.16,43.06,27.000599993333484,-25.00051199475723,05+-,43.06,27.000599993333484,-25.00051199475723
Kepler-11,Kepler-11 c,2014-05-14,6,0.107416,0.0025,-0.0025,5.9,3.6,-2.9,0.0,0.0375,-0.012,89.95,0.705,-0.38,0.0,0.7159958100436062,-0.40162171256046403,05+-,0.0,0.7159958100436062,-0.40162171256046403
Kepler-11,Kepler-11 f,2014-05-14,6,0.25,0.0055,-0.0055,2.15,1.725,-1.15,0.0,0.010499999999999999,-0.0065,89.38,0.16999999999999998,-0.12000000000000001,0.5700000000000074,0.2110094784600919,-0.17691806012954134,05+-,0.5700000000000074,0.2110094784600919,-0.17691806012954134
Kepler-11,Kepler-11 g,2014-05-14,6,0.469,0.01,-0.01,25.064999999999998,29.204974999999997,-14.324974999999998,0.0,0.052,-0.032,89.95,0.125,-0.13,0.0,0.1767766952966369,-0.18384776310850237,05+-,0.0,0.1767766952966369,-0.18384776310850237
Kepler-56,Kepler-56 b,2014-05-14,3,0.103,0.0037,-0.0037,32.0,7.38551,-6.2,0.0,0.01,-0.01,87.09,0.0,0.0,-6.88000000000001,0.0,-0.0,03+3-5+-,-6.88000000000001,0.0,-0.0
KOI-351,KOI-351 h,2014-05-14,8,0.9719408782408512,0.11,-0.11,308.57276,33.43834,-33.43834,0.0,0.0,0.0,89.95,1.3,-1.3,0.0,1.8384776310850237,-1.8384776310850237,01+1-5+-,0.0,1.8384776310850237,-1.8384776310850237
KOI-351,KOI-351 g,2014-05-14,8,0.715076,0.08,-0.08,138.48489,24.51579,-24.51579,0.0,0.0,0.0,89.95,0.06,-0.06,0.0,1.3013838787997953,-1.3013838787997953,01+1-5+-,0.0,1.3013838787997953,-1.3013838787997953
KOI-351,KOI-351 f,2014-05-14,8,0.5036,0.09,-0.09,8.7438045679999,4.516388986971087,-2.951745220530941,0.0,0.0,0.0,89.86,0.31,-0.31,0.09000000000000341,1.3364505228402586,-1.3364505228402586,01+1-2+-5+-,0.09000000000000341,1.3364505228402586,-1.3364505228402586
Kepler-92,Kepler-92 c,2014-05-14,3,0.18416344780355537,0.0,0.0,9.400535,6.02686,-6.02686,0.0,0.22,-0.04,89.38,0.0,0.0,-1.7199999999999989,0.0,-0.0,03+3-4+4-5+-,-1.7199999999999989,0.0,-0.0
Kepler-314,Kepler-314 c,2014-05-14,2,0.064,0.0,0.0,8.987153629291006,2.9265962379068338,-2.382250222521594,0.0,0.0,0.0,85.94,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-334,Kepler-334 c,2014-05-14,3,0.107633,0.0,0.0,2.5222503936870733,1.3995877173384388,-0.9700310294986769,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-104,Kepler-104 c,2014-05-14,3,0.151941,0.0,0.0,7.14431,3.89355,-3.89355,0.0,0.0,0.0,88.81,0.0,0.0,0.5699999999999932,0.0,-0.0,01+1-3+3-4+4-5+-,0.5699999999999932,0.0,-0.0
Kepler-104,Kepler-104 d,2014-05-14,3,0.257,0.0,0.0,5.54022,4.62828,-4.62828,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-126,Kepler-126 d,2014-05-14,3,0.4477,0.0,0.0,54.59019,23.11478,-23.11478,0.0,0.09,-0.02,89.95,0.0,0.0,0.0,0.0,-0.0,03+3-4+4-5+-,0.0,0.0,-0.0
Kepler-134,Kepler-134 b,2014-05-14,2,0.0605990543112358,0.0,0.0,5.68952235756541,2.675885672175067,-2.0060243881965905,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-139,Kepler-139 c,2014-05-14,4,0.5781,0.0,0.0,23.2558,4.72883,-4.72883,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-220,Kepler-220 c,2014-05-14,4,0.076,0.0,0.0,4.232409996076596,1.6996216949997303,-1.7127835968206222,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-197,Kepler-197 b,2014-05-14,4,0.0601,0.0,0.0,1.207947783631217,0.21572505031100309,-0.1774457425832603,0.0,0.23,-0.02,89.95,0.0,0.0,-0.5700000000000074,0.0,-0.0,02+-3+3-4+4-5+-,-0.5700000000000074,0.0,-0.0
Kepler-403,Kepler-403 c,2014-05-14,3,0.2939453504428932,0.0,0.0,4.220108975472707,2.357988820975925,-1.7720631757853558,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-130,Kepler-130 d,2014-05-14,3,0.3802,0.0,0.0,2.671250739662076,0.7348630072635087,-0.6857366280336179,0.0,0.09,-0.4,89.95,0.0,0.0,-0.2850000000000108,0.66,-0.31,02+-3+3-4+4-5+-,-0.2850000000000108,0.66,-0.31
Kepler-100,Kepler-100 b,2014-05-14,4,0.0726913560679559,0.0,0.0,6.39246,2.25157,-2.25157,0.0,0.27,-0.13,87.09,0.0,0.0,0.0,0.0,-0.0,03+3-4+4-5+-,0.0,0.0,-0.0
Kepler-48,Kepler-48 b,2016-10-26,5,0.0532017644924463,0.0,0.0,10.45458,2.8326,-2.8326,0.0,0.0,0.0,87.66,0.0,0.0,2.2900000000000063,0.0,-0.0,01+1-3+3-4+4-5+-,2.2900000000000063,0.0,-0.0
Kepler-100,Kepler-100 c,2016-10-12,4,0.10998088314885585,0.0,0.0,5.526115,1.70982,-1.70982,0.0,0.15,-0.01,87.09,0.0,0.0,0.0,0.0,-0.0,03+3-4+4-5+-,0.0,0.0,-0.0
Kepler-106,Kepler-106 c,2014-05-14,4,0.111,0.0,0.0,11.881730000000001,2.813015,-2.813015,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-4+4-5+-,0.0,0.0,-0.0
HD 260655,HD 260655 c,2022-06-27,2,0.04749,0.00039,-0.00039,3.09,0.48,-0.48,0.038,0.036,-0.022,87.79,0.08,-0.08,0.0,0.1131370849898476,-0.1131370849898476,05+-,0.0,0.1131370849898476,-0.1131370849898476
Kepler-47,Kepler-47 c,2019-04-22,3,0.9774,0.00955,-0.0102,4451.085,2.18,-1.25,0.22749999999999998,0.029,-0.019,90.0085,0.006999999999999999,-0.007,0.0,0.009899494936611665,-0.009899494936611667,05+-,0.0,0.009899494936611665,-0.009899494936611667
HD 63433,HD 63433 b,2024-07-23,3,0.0719,0.0031,-0.0038,37.3,9.6,-9.6,0.0,0.27,-0.18,89.38,0.43,-0.64,0.0,0.6081118318204308,-0.9050966799187808,05+-,0.0,0.6081118318204308,-0.9050966799187808
TOI-178,TOI-178 d,2021-03-12,6,0.0592,0.0018,-0.0018,3.01,0.8,-1.03,0.10130392540225952,0.0,0.0,88.58,0.2,-0.18,0.14300000000000068,0.2122286502807762,-0.19277188591700814,01+-5+-,0.14300000000000068,0.2122286502807762,-0.19277188591700814
TOI-1246,TOI-1246 e,2024-07-22,4,0.2115,0.0055,-0.0055,14.65,2.3,-2.3,0.0,0.0,0.0,89.3,0.1,-0.1,0.0,0.14142135623730953,-0.14142135623730953,01+1-5+-,0.0,0.14142135623730953,-0.14142135623730953
TOI-1669,TOI-1669 c,2024-07-22,2,0.0376,0.0007,-0.0007,13.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+1-2+2-3+-5+-,0.0,0.0,-0.0
HIP 113103,HIP 113103 c,2023-09-19,2,0.10479,0.00045,-0.00035,10.184592534185924,5.952652156643616,-3.896775711629834,0.17,0.17,-0.13,89.24,0.4,-0.22,0.0,0.5656854249492381,-0.3111269837220809,02+-5+-,0.0,0.5656854249492381,-0.3111269837220809
TOI-1694,TOI-1694 b,2024-07-22,2,0.0447301028791737,0.0008,-0.0008,28.700000000000003,2.45,-2.35,0.0,0.0,0.0,88.17,1.15,-1.19,0.0,1.6263455967290592,-1.682914139223983,01+1-5+-,0.0,1.6263455967290592,-1.682914139223983
Kepler-37,Kepler-37 e,2014-05-28,4,0.25742450503237424,0.0,0.0,8.1,1.7,-1.7,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.043,-0.047,01+1-3+3-4+4-5+-,0.0,0.043,-0.047
Kepler-85,Kepler-85 e,2014-05-14,4,0.1655041477924716,0.0,0.0,0.6,0.5,-0.4,0.0,0.0,0.0,89.95,0.0,0.0,-2.2900000000000063,0.0,-0.0,01+1-3+3-4+4-5+-,-2.2900000000000063,0.0,-0.0
Kepler-57,Kepler-57 b,2024-06-10,2,0.06,0.0,0.0,115.0,14.63,-15.205,0.0,0.0024,-0.0021,87.09,0.0,0.0,0.0,0.0,-0.0,03+3-4+4-5+-,0.0,0.0,-0.0
HD 109833,HD 109833 b,2022-12-17,2,0.0925442984931469,0.0,0.0,7.054081611926353,1.9683029412217685,-1.5507030875216854,0.18,0.24,-0.12,88.13,1.0,-0.55,0.10999999999999943,1.2381033882515629,-0.6466065264130885,02+-4+4-5+-,0.10999999999999943,1.2381033882515629,-0.6466065264130885
HD 191939,HD 191939 e,2022-11-14,6,0.4,0.008,-0.008,112.2,4.0,-4.0,0.0,0.008,-0.016,88.7,0.7,-0.7,0.0,0.9899494936611665,-0.9899494936611665,05+-,0.0,0.9899494936611665,-0.9899494936611665
